FILM SECTION,TITLE ENGLISH,TITLE ORIGINAL,COUNTRY,PRODUCTION YEAR,LANGUAGE,RUNTIME,COLOR,DIRECTOR,DIRECTOR BIO,PRODUCER,SCREENPLAY,DOP,EDITOR,CAST,LONG SYNOPSIS ENGLISH,PREMIERE,AWARDS,FESTIVAL HISTORY,LINK TRAILER,TAGS,SALES,Drive Link to Director Image,Drive Link to Film Stills,Drive Link to Poster ( If Applicable ),Drive Link to Press Kit,Instagram,Twitter,Facebook,Award Year
Cinema Of The World,Sleep Still With Your Eyes Open,Dormir De Olhos Abertos,"Brazil, Argentina, Taiwan, Germany",2024,"Mandarin, Portuguese, Spanish, English, German",97',Colour,Nele Wohlatz,"Nele Wohlatz is a script writer, director and visual artist from Germany. Her feature film El Futuro Perfecto (2016) won the Golden Leopard for the best first feature at Locarno IFF.","Emilie Lesclaux, Kleber Mendonça Filho, Justine O., Roger Huang, Violet Bava, Rosa Martínez Rivero, Meike Martens, Nele Wohlatz","Nele Wohlatz, Pío Longo",Roman Kasseroller,"Yann-shan Tsai, Ana Godoy","Chen Xiao Xin, Wang Shin-hong, Liao Kai Ro, Nahuel Pérez Biscayart, Lu Yang Zong","A coastal city in Brazil. Kai arrives on holiday from Taiwan with a broken heart. A malfunctioning air conditioner leads her to end up in Fu Ang’s umbrella shop. He could become a friend, but then the rainy season fails to arrive and the shop closes. While searching for Fu Ang, Kai comes across Xiao Xin and a group of Chinese workers in a fancy high-rise building. Kai finds herself strangely mirrored in Xiao Xin’s story. Over the course of a hot, slow summer, delicate bonds grow between them like islands in a sea full of sharks.",India Premiere,"Winner: FIPRESCI Prize, Berlin International Film Festival 2024",Berlin International Film Festival 2024. San Sebastián International Film Festival 2024,Sleep with Your Eyes Open (2024) | MUBI,"Films By Women, Festival Hits",Rediance,,nele_wohlatz_photocredit_fer_valente.jpg,Sleep Still With Your Eyes Open,Presseheft_SWYEO_en.pdf,,,,2024
Cinema Of The World,The Dog Thief,El Ladrón De Perros,"Bolivia, Chile, Mexico, France, Ecuador, Italy",2024,Spanish,90',Colour,Vinko Tomičić Salinas,"Vinko Tomičić Salinas is a Chilean screenwriter, director and producer. His solo feature debut, The Dog Thief, was developed at the Cannes Cinefondation Residency and the Venice Biennale College Cinema program.","Alvaro Manzano Zambrana, Gabriela Maire, Edher Campos, Vinko Tomičić Salinas, Matias de Bourguignon",Vinko Tomicic,Sergio Armstrong,Urzula Barba,"Alfredo Castro, Franklin Aro, Teresa Ruiz, María Luque, Julio César Altamirano, Ninón Dávalos","Set in the Bolivian capital of La Paz, The Dog Thief centers on young teenager Martin, a shoeshine boy working on the city streets. While he has a room in a large, old house courtesy of his late mother’s close friend, he is an orphan with few friends and fewer avenues to support himself. But hope exists in the form of Martin’s best client, Mr. Novoa, a lonely tailer whose sole friend is Astor, a beautiful German Shepherd he cares for like a son. Initially motivated by a possible reward, Martin steals Astor. But as Martin and Mr. Novoa spend more time together, a bond develops that neither anticipates.",India Premiere,,Tribeca Film Festival 2024,TDT_TLR_WEB_ENG_TXTLS.mp4,Coming of Age,Luxbox,,Vinko Tomicic Portrait ©Juan Sanchez Cichero.jpg,The Dog Thief,THE DOG THIEF - International Poster.png,TDT_TLR_WEB_ENG_TXTLS.mp4,,,2024
Cinema Of The World,The Editorial Office,Redaktsiya,"Ukraine, Germany, Slovakia, Czech Republic",2024,Ukrainian,126',Colour,Roman Bondarchuk,"Roman Bondarchuk is a Ukrainian director. He has directed short films, documentaries, music videos and the feature film Volcano (2018), which premiered at the Karlovy Vary International Film Festival.","Darya Bassel, Dar'ya Averchenko","Dar'ya Averchenko, Alla Tyutyunik, Roman Bondarchuk",Vadym Ilkov,"Viktor Onysko, Nikon Romanchenko","Dmytro Bahnenko, Zhanna Ozirna, Rymma Ziubina, Andrii Kyrylchuk","In the wild steppes of Southern Ukraine, a young nature researcher named Yura, looking for an endangered species of groundhog, instead witnesses a crime. Eager to expose the truth, Yura takes his photo evidence to the local newspaper's editorial office. However, he quickly realizes that nobody there cares about pursuing justice. While a big war is looming over the horizon, Yura's naive worldview is sundered in a storm of fake news, rigged political elections, and mysterious cult rituals.",India Premiere,,Berlin International Film Festival 2024,TEO_Trailer_Master_4K_04022024_.mp4,"Global Politics, Thriller",,,Director Roman Bondarchuk.tiff,TEO_STILL_ADD_1.jpgg TEO_STILL_ADD_3.jpeg,TEO_int_poster 2383 × 3370.jpg,TEO_Trailer_Master_4K_04022024_.mp4,,,2024
Cinema Of The World,The Erl-king,Bauk,"Serbia, Bulgaria",2024,Serbian,96',Colour,Goran Radovanovic,"Goran Radovanovi is a well-known Serbian filmmaker, with a background in Cinema and Philosophy. His films have been screened and awarded at numerous film festivals worldwide.","Goran Radovanovic, Milos Bikovic",Goran Radovanovic,Vladislav Opelyants,Nenad Pirnat,"Sara Klimoska, Vojin Cetkovic, Miloš Biković","Sava, an eight year old boy caught in the middle of the bombing of Serbia in 1999, goes on a journey of survival with his mother, while trying to maintain his unspoiled, naive worldview.",India Premiere,,Moscow International Film Festival 2024,The Erl-King 2024 Trailer,"Coming of Age, Thriller",,,Goran Radovanovic Photo.jpg,The Erl-King,BAUK plakat engleski logo-02.jpg,,,,2024
Cinema Of The World,The Fourth Wall,Le Quatrième Mur,"France, Luxembourg, Belgium",2024,French,116',Colour,David Oelhoffen,"David Oelhoffen is a French filmmaker and screenwriter. His films - The Last Men (2023), Close Enemies (2018), and Far From Men (2014) - have been screened at major festivals.","Christine Rouxel, Maya Hariri",David Oelhoffen,Guillaume Deffontaines,Sandie Bompar,"Lauren Lafitte, Manal Issa, Simon Abkarian","Lebanon, 1982. To keep a promise made to an old friend, Georges, an idealistic theater director, travels to Beirut for a project as utopian as it is risky: to stage the play Antigone on the front line, in order to steal a moment of peace from the raging civil war. The characters will be played by actors from different political and religious camps. Lost in a city and a conflict he knows nothing about, Georges is guided by Marwan. As fighting resumes, everything is soon called into question, and Georges, who falls in love with Imane, has to face up to the reality of war.",Asia Premiere,,,TRAILER - The 4th Wall (2024),Global Politics,Le Pacte,The Fourth Wall,The Fourth Wall,,,,,,2024
Cinema Of The World,The Last Romantics,Azken Erromantikoak,Spain,2024,"Basque, Spanish",102',Colour,David Pérez Sañudo,"David P. Sañudo is a director, screen-player and producer based in Bilbao. In 2020, David premièred his first full-length feature Ane in the New Directors section of the San Sebastian International Film Festival, which won the Irizar Award. He has also won three Goya Awards.","Fernando Larrondo, Olmo Figueredo","David Pérez Sañudo, Marina Parés",Víctor Benavides,Lluís Murúa,"Miren Gaztañaga, Maica Barroso, Ion Zumelaga","Irune, an insecure, lonely woman with hypochondriac tendencies, works in a paper factory on the suburbs of an industrial town in Àlava. Her life is limited to a small circle of acquaintances: her workmates, a neighbour with whom she shares something resembling a friendship and a Renfe train operator with whom she consults train timetables that she never takes. Her fragile equilibrium will explode when she detects a lump in her breast, which coincides with a labour conflict in which she is involved. It is then that her life takes an unexpected turn, offering her the opportunity that, perhaps unknowingly, she had always been waiting for.",Asia Premiere,,San Sebastian International Film Festival 2024,40 WFF THE LAST ROMANTICS trailer,De/Gendered,Latido Films,,David.png,The Last Romantics,THE-LAST-ROMANTICS-Teaser.jpg,,,,2024
Cinema Of The World,The Marching Band,En Fanfare,France,2024,French,103',Colour,Emmanuel Courcol,"Emmanuel Courcol is a French actor, director, and screenwriter. The Marching Band is his third feature film.","Marc Bordure, Robert Guédiguian","Emmanuel Courcol, Irene Muscari",Maxence Lemonnier,Guerric Catala,"Benjamin Lavernhe, Pierre Lottin, Sarah Suco, Jacques Bonnaffe","Thibaut is an internationally renowned conductor who travels the world. When he learns he was adopted, he discovers the existence of a younger brother, Jimmy, who works in a school cafeteria and plays the trombone in a small marching band. Everything seems to set them apart, except their love of music. Sensing his brother's exceptional talent, Thibaut decides to remedy the injustice of fate.",India Premiere,"Audience Award, San Sebastian Film Festival 2024","Cannes Film Festival 2024, San Sebastian International Film Festival 2024",The Marching Band / En fanfare (2024) - Clip 1 (English subs),"Festival Hits, Social Impact",Playtime,,press kit,press kit,marching band.pdf,,,,2024
Cinema Of The World,The Sluggard Clan,,Slovakia,2024,Slovak,100',Colour,Rastislav Boroš,"Rastislav Boroš is a Slovak screenwriter, director, and producer. In 2015, his debut feature Stanko was released, and in 2022 he followed it up with Goldilocks And The Glorious Losers. The Sluggard Clan is his third feature film.",Rastislav Boroš,Rastislav Boroš,Tomasz Wierzbicki,Adam Okoličány,"Milan Ondrík, Milan Mikulčík, Samuel Teicher, Anežka Petrová","Somewhere in the hills of central Slovakia three brothers live, lost in time, dreams, naïveté and folly, blurring the boundaries between the real world and that of their late ancestors. The only thing that conveys a sense to their futile lives is a cobweb of tragicomic relationships with their fateful women ready to give up their lives for love. An allegorical fresco about love beyond the grave where the poetics of magical realism confronts the Nazi and Communist past of the Slovak nation.",World Premiere,,,,"Comedy, Hybrids",,,Rastislav Boros_Director and Producer_The Sluggard Clan.jpg,The Sluggard Clan,The Sluggard Clan_Poster_Final.pdf,,,,2024
Cinema Of The World,The Song Sustxotin,Sustxotin,Uzbekistan,2024,Uzbek,102',Colour,Khusnora Rozmatova,Khusnora Rozmatova is a film director from Uzbekistan. She received international recognition after winning the “For Humanism” award at the 19th Kazan International Muslim Film Festival. The Song Sustxotin is her second feature film.,"Utkir Akhmedov, Mirsalikh Azizov","Khusnora Rozmatova, Nazar Eshonqul",Elmurod Yo‘ldoshev,Anvar Choriyev,"Karim Mirkhadiyev, Egamberdi Rakhimov, Munisa Magamed, Shukhrat Shokirov","In a distant village, a merciless drought reigns. The villagers perform ancient rituals to find a way out of the scourge and misery, but to no avail. During such perilous times, Ahbor, a former official, goes to the village in search of a friend, and encounters an unexpected case: an underage girl who has been raped.",World Premiere,,,,"Films By Women, Social Impact",Uzbektelefilm,,Susxotin_Director,Sustxotin_Stills,Sustxotin_Posters,,,,2024
Cinema Of The World,They Call Me the Panzer,Me Dicen El Panzer,Panama,2024,Spanish,90',Colour,Rodrigo Quintero Arauz,"Rodrigo Quintero Arauz was born in David, Chiriquí, Panamá. He is a director and writer, known for Estanislao (2021), Me Dicen El Panzer (2024) and Papeles.",Jairo Ramos Alvarado,"Rodrigo Quintero Arauz, Jairo Ramos",José Alonso,Niccolo Andena,"Orlando Alexis Ortíz, Eloris Yamirelis Lastra Rivera, Priscilla Liztel Lopez Ramos","Panama, 1986. At 17 years old, Rommel, who everyone calls big-headed, walks through the streets kicking an empty milk carton, daydreaming about playing soccer. But Mélida, his mother, pressures him to look for work, while caring for and taking care of his sister Jackeline, while she makes a living selling fried foods on the streets of Chorrillo. The mini league is approaching, and Rommel is working tirelessly for a spot on the Pampers. From being called big-headed, he will become the Panzer of football, of his family and of everyone. A film inspired by the life of Rommel Fernández Gutiérrez, the great legend of Panamanian and Tenerife football.",World Premiere,,,,Coming of Age,City Blue Films,,Headshot d9e2cbb4a4-headshot.jpg,They Call Me The Panzer,Poster 2595ce9db1-poster.jpg,,,,2024
Cinema Of The World,The Tower of Strength,Obraz,Montenegro,2024,"Albanian, Montenegrin",97',Colour,Nikola I. Vukcevic,"Dr Vukčević is a prominent Montenegrin film and theatre director. He has directed three feature films, including Montenegro’s official candidate for the Oscars in 2014. He has also directed one full-length documentary and over 80 advertising campaigns.","Nikola I. Vukcevic, Milorad Radenovic, Nevena Savic, Ivica Vidanovic","Melina Pota Koljevic, Ana Vujadinović",Djordje Stojiljković,Olga Toni,"Edon Rizvanolli, Xhejlana Terbunja, Selman Jusufi, Elez Adzovic","World War II is underway in Yugoslavia. A child, fleeing from the fascist unit that killed the child's parents and burned their village, finds temporary shelter in the house of a stranger. The host of the house is confronted by a profound moral dilemma: whether to hand over the child to the persecutors, or to endanger the safety of his own family by protecting a foreigner of another religion and nation.",Asia Premiere,,Cairo International Film Festival 2024,,"Historical, Coming of Age, Global Politics",,,Headshot 9ddaf5a287-headshot.jpg,Obraz,Poster 2160b7f1a6-poster.jpg,,,,2024
Cinema Of The World,Under the Grey Sky,Pod Szarym Niebem,Poland,2024,"Belarusian, Russian",81',Colour,Mara Tamkovich,"Mara Tamkovich is a Polish-Belarusian director and scriptwriter, who has also studied Journalism. Her short films have been shown at numerous festivals in Poland and abroad, and have also received awards.","Katarzyna Ocioszynska, Polish Film Institute",Mara Tamkovich,Krzystof Trela,Katarzyna Lesniak,"Valentin Novopolskij, Aliaksandra Vaitsekhovic","Belarus, 2020. Mass protests follow the elections rigged by Lukashenko. Anti-regime journalist Lena livestreams the brutal crackdown of a peaceful demonstration and is later tracked down by a police drone and arrested. Lena and her husband Ilya must now face unbearable choices in an attempt to survive and remain true to themselves, in the process confronting a regime determined to break them both.",Asia Premiere,,Tribeca Film Festival 2024,UNDER THE GREY SKY [Trailer],"Films By Women, Global Politics",Loco Films,,UTGS_MARA TAMKOVICH_DIRECTOR_ fot. Anna Wardejn.JPG,Under The Gray Sky,POSTER UTGS.jpg,,,,2024
Cinema Of The World,Under the Volcano,Pod Wulkanem,Poland,2024,"Ukrainian, Spanish, English, Russian, German",105',Colour,Damian Kocur,"Damian Kocur is a writer, director, and cinematographer who was born in Katowice, Poland. His credits as a director include the short films Lesson (13), The Return (16), and As It Was (23), and the feature Bread and Salt (22). Under the Volcano (24) is his second feature film.","Agnieszka Jastrzebska, Mikolaj Lizut","Damian Kocur, Marta Konarzewska",Nikita Kuzmenko,Alan Zejer,"Sofia Berezovska, Roman Lutskyi, Anastasiya Karpenko","At the foot of Mount Teide on the Spanish island of Tenerife, a Ukrainian family of four including father Roman, stepmother Anastasiia, teenage daughter Sofiia, and young Fedir are on vacation. Enjoying their final beach day, they are blissfully unaware that, soon, their return flight to Kyiv will be cancelled in the wake of escalating tensions with Russia. From one day to the next, they are no longer tourists but refugees – trapped on a paradisiacal island. Showing us the effects of war without featuring any battle scenes, Under The Volcano is an expertly crafted portrait of a family coping with events out of their control.",India Premiere,,"Toronto International Film Festival 2024, BFI London Film Festival 2024",UnderTheVolcano_TLR-1_Master_145_R709_UK-EN_20_HD_25fps_h264_20240919_V2.mp4,Global Politics,Salaud Morisset,,Damian Kocur © by Damian Kocur.jpg,Under The Volcano,Poster_UnderTheVolcano_ScreenRGB_LQ.jpg,UnderTheVolcano_TLR-1_Master_145_R709_UK-EN_20_HD_25fps_h264_20240919_V2.mp4,,,2024
Cinema Of The World,Vera and the Pleasure of Others,Vera Y El Placer De Los Otros,Argentina,2023,Spanish,103',Colour,"Romina Tamburello, Federico Actis","Federico Actis is a director, screenwriter, and producer at Pez Cine. He directed the fiction short film ‘The Cable Cars’ and the documentary feature ‘The Architecture of Crime'. Romina Tamburello is an actress, screenwriter, and director. Romina wrote and directed the documentary series ‘Catalina, The Woman With The Flag’ for Encuentro Channel.",Santiago King,"Romina Tamburello, Federico Actis",Lucas Pérez,Danalí Riquelme,"Luciana Grasso, Inés Estevez, David Zoela","17-year-old Vera divides her days between volleyball, school, and a secret hobby: she rents out an empty apartment to teenagers looking for a place to have sex. She steals the keys from her distracted mother, who manages different properties, and organises everything. The teenagers come and go, using the apartment for a few uninterrupted hours. Playing invisible, Vera stays behind the closed door, her own sexual desires unfolding as she listens to other people’s pleasure.",India Premiere,,Tallinn Nights Film Festival 2023,VERA AND THE PLEASURE OF OTHERS International Trailer,"Films By Women, De/Gendered",M-appeal,,FOTO FEDE Y ROMI.jpeg,Vera And The Pleasure Of Others,available on the press kit,,,,2024
Cinema Of The World,Waiting for Don Quixote,,Armenia,2023,Armenian,105',Colour,"Narine Mkrtchyan, Arsen Azatyan","Narine Mkrtchyan was born in 1960 in Yerevan, USSR [now Armenia]. She is a director and writer known for Bobo (1991), Radio Yerevan (1992), and Anarak vordu veradardz (2008). Arsen Azatian is an Armenian filmmaker, best known for films like Radio Yerevan (1993), The Return of The Prodigal Son (2008), and The Glass Trinket (2012).","Narine Mkrtchyan, Arsen Azatyan","Narine Mkrtchyan, Arsen Azatyan","Edgar Mesropyan, Arsen Azatyan","Nariné Mkrtchyan, Arsen Azatyan","Armen Abelyan, Arman Mejlumyan, Rudik Hayrapetyan","This is a philosophical essay – a reflection on the present of post-war Armenia, where reality and imagination have blended into each other, where the people are desperately seeking “saviors”. In this situation, the creative embodiment of Don Quixote, who appears in this film, proves that there is a very thin border between reality and imagination, and all one needs to do is believe.",World Premiere,,,,Hybrids,Aysor Plus Films,"NARINE MKRTCHYAN (1).jpg
Arsen Azatyan (1).jpg",Waiting For Don Quixote STILL2.jpg,unavailable,POSTER DON QUIXOTE for Fest copy.jpg,,,,2024
